"country","year","piracy","log_population","log_plankton","log_fishcaught","log_rain","log_GDP","latitutde","longitude","continent"
620,2005,0,15.5372858047485,3.56753969192505,9.79812717437744,3.60833978652954,8.97177886962891,32.87,13.18,"africa"
620,2006,0,15.5536012649536,3.73184776306152,9.82552623748779,3.83012771606445,9.14259243011475,32.87,13.18,"africa"
620,2007,0,15.5702791213989,3.65315222740173,10.0105018615723,3.75962209701538,9.25001239776611,32.87,13.18,"africa"
620,2008,0,15.5865240097046,3.60505270957947,10.413613319397,3.84226608276367,9.49044895172119,32.87,13.18,"africa"
620,2009,0,15.6013069152832,3.54764223098755,9.93788909912109,3.71060037612915,9.14664173126221,32.87,13.18,"africa"
630,2004,0,18.0545635223389,6.66993427276611,10.9456701278687,5.46336221694946,7.81494283676147,27.1158657073975,56.0584678649902,"asia"
630,2005,0,18.0661811828613,6.67461585998535,10.8383445739746,5.23216676712036,7.9889612197876,27.1158657073975,56.0584678649902,"asia"
630,2006,1,18.07785987854,6.58675527572632,10.7817649841309,5.41058444976807,8.14680099487305,27.1158657073975,56.0584678649902,"asia"
630,2007,1,18.0895233154297,6.38803005218506,9.98801231384277,5.32299470901489,8.38241577148438,27.1158657073975,56.0584678649902,"asia"
630,2008,0,18.1013145446777,6.59017705917358,10.2081737518311,5.10946178436279,8.51698970794678,27.1158657073975,56.0584678649902,"asia"
630,2009,0,18.1133804321289,6.62102842330933,10.4095220565796,5.31575393676758,8.52390003204346,27.1158657073975,56.0584678649902,"asia"
640,2004,0,18.0178966522217,5.86220216751099,12.9068727493286,6.44108629226685,8.67120742797852,40.97,28.68,"asia"
640,2005,0,18.0312328338623,5.6736741065979,12.2670783996582,6.29885244369507,8.86613178253174,40.97,28.68,"asia"
640,2006,0,18.0441875457764,5.71655368804932,12.7385225296021,6.25301742553711,8.9473352432251,40.97,28.68,"asia"
640,2007,0,18.0567874908447,5.54744672775269,13.0727338790894,6.19545125961304,9.13192558288574,40.97,28.68,"asia"
640,2008,0,18.069185256958,5.73098516464233,12.7962675094604,6.02160978317261,9.23964023590088,40.97,28.68,"asia"
640,2009,0,18.0815811157227,5.62833309173584,12.7321434020996,6.4300594329834,9.05414962768555,40.97,28.68,"asia"
651,2004,0,18.0724182128906,4.30672597885132,10.4830179214478,3.53597068786621,6.99123859405518,31.26,32.29,"africa"
651,2005,0,18.0890846252441,4.27179431915283,10.5431280136108,2.55629873275757,7.14908504486084,31.26,32.29,"africa"
651,2006,0,18.105842590332,4.2866358757019,10.3978481292725,2.7271249294281,7.262451171875,31.26,32.29,"africa"
651,2007,1,18.122673034668,4.39395999908447,10.7171478271484,2.93684482574463,7.44876289367676,31.26,32.29,"africa"
651,2008,0,18.1395359039307,4.24188947677612,10.6508626937866,2.67026305198669,7.65190982818604,31.26,32.29,"africa"
651,2009,0,18.1563892364502,4.14547204971313,10.5589590072632,2.4483630657196,7.76560544967651,31.26,32.29,"africa"
652,2004,0,16.6877193450928,1.59610748291016,7.07411670684814,6.0813889503479,7.21765804290771,35.54,35.81,"asia"
652,2005,0,16.7151374816895,1.57978248596191,7.35755634307861,5.57464170455933,7.33712673187256,35.54,35.81,"asia"
652,2006,0,16.7496280670166,1.6374888420105,7.14913177490234,5.67707777023315,7.46729707717896,35.54,35.81,"asia"
652,2007,0,16.7890720367432,1.66850650310516,7.08840894699097,5.5230131149292,7.64219808578491,35.54,35.81,"asia"
652,2008,0,16.8283977508545,1.60900175571442,7.04228639602661,5.33055639266968,7.88934373855591,35.54,35.81,"asia"
652,2009,0,16.8615341186523,1.50843453407288,6.9697904586792,5.61556148529053,7.900390625,35.54,35.81,"asia"
660,2005,0,15.1985158920288,1.96962666511536,6.43775177001953,6.24200820922852,8.59313106536865,33.88,35.5,"asia"
660,2006,0,15.2215642929077,1.88835060596466,6.44254016876221,6.17106866836548,8.6081657409668,33.88,35.5,"asia"
660,2007,0,15.2361612319946,1.84378099441528,6.44254016876221,6.20302200317383,8.7094669342041,33.88,35.5,"asia"
660,2008,0,15.2472772598267,1.81023108959198,6.44254016876221,5.8002610206604,8.88444900512695,33.88,35.5,"asia"
660,2009,0,15.2617053985596,1.75653123855591,6.44254016876221,6.33065128326416,9.0186882019043,33.88,35.5,"asia"
663,2004,0,15.4813289642334,-0.920549809932709,3.68887948989868,5.23434734344482,7.69171571731567,29.53,35,"asia"
663,2005,0,15.5039443969727,-1.03226292133331,3.68887948989868,4.67760992050171,7.76495170593262,29.53,35,"asia"
663,2006,0,15.526782989502,-0.963356137275696,3.52636051177979,4.79649591445923,7.9157338142395,29.53,35,"asia"
663,2008,0,15.570951461792,-0.863793194293976,3.58351898193359,4.56154632568359,8.23130130767822,29.53,35,"asia"
666,2004,0,15.7337560653687,2.17120671272278,5.55682802200317,6.28101301193237,9.88119888305664,32.82,34.99,"asia"
666,2005,0,15.7513847351074,2.21137833595276,6.2005090713501,5.91920948028564,9.91759395599365,32.82,34.99,"asia"
666,2006,0,15.7690629959106,2.15438199043274,5.91889381408691,5.81124830245972,9.97748470306396,32.82,34.99,"asia"
666,2007,0,15.7868242263794,2.19777226448059,6.31896829605103,5.81033706665039,10.0919799804688,32.82,34.99,"asia"
666,2008,0,15.8045892715454,2.11740899085999,6.2672004699707,5.55540990829468,10.2553272247314,32.82,34.99,"asia"
666,2009,0,15.8284921646118,2.04210948944092,6.06842565536499,6.00230360031128,10.1975507736206,32.82,34.99,"asia"
670,2004,0,16.9868431091309,5.96750450134277,8.03592681884766,4.87617158889771,9.28582572937012,21.5,39.17,"asia"
670,2005,0,17.0219116210938,5.84805202484131,8.08610248565674,4.85763597488403,9.48240947723389,21.5,39.17,"asia"
670,2006,0,17.0491542816162,5.73911476135254,8.11072731018066,4.84728527069092,9.57363510131836,21.5,39.17,"asia"
670,2007,0,17.0703563690186,5.67820024490356,8.02975845336914,4.73311614990234,9.6220064163208,21.5,39.17,"asia"
670,2008,0,17.0875988006592,5.61933469772339,8.02322483062744,4.70957946777344,9.80932807922363,21.5,39.17,"asia"
670,2009,0,17.1037769317627,5.61939430236816,8.06871604919434,4.71133899688721,9.55044269561768,21.5,39.17,"asia"
679,2004,0,16.7916870117188,6.18008804321289,10.3608493804932,4.94396686553955,6.65905570983887,12.79,45.03,"asia"
